Applicant_Name,Gender,State,District,PinCode,GID,Owner,TypeOfConnection,Status,connection_no,connection_date,Connection_Status
Michael Verma,Female,Karnataka,Mysuru,521879,PAN,JOINT,Residential,Connection Released,EB002391,2026-06-11,RELEASED
Varun Anderson,Male,Telangana,Khammam,574976,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002392,2026-06-11,RELEASED
Amelia Moore,Male,Tamil Nadu,Madurai,632074,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002393,2026-06-11,RELEASED
Deepak Nair,Female,Karnataka,Mysuru,626698,PASSPORT,JOINT,Commercial,Connection Released,EB002394,2026-06-11,RELEASED
Priya Taylor,Female,Tamil Nadu,Salem,633725,VOTER_ID,JOINT,Residential,CONNECTING,EB002395,2026-06-11,PENDING
Pooja Sharma,Female,Kerala,Kannur,626411,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB002396,2026-06-11,PENDING
Abigail Anderson,Female,Karnataka,Bengaluru,656248,VOTER_ID,JOINT,Commercial,Connection Released,EB002397,2026-06-11,RELEASED
Amelia Thomas,Female,Tamil Nadu,Salem,648761,VOTER_ID,JOINT,Commercial,Connection Released,EB002398,2026-06-11,RELEASED
Rahul Brown,Male,Karnataka,Hubballi,550177,PAN,JOINT,Commercial,FAILED,EB002399,2026-06-11,PENDING
Amit Wilson,Male,Andhra Pradesh,Kurnool,560136,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002400,2026-06-11,RELEASED
James Rajan,Female,Telangana,Warangal,552193,PASSPORT,JOINT,Residential,Connection Released,EB002401,2026-06-11,RELEASED
Rohit Taylor,Female,Karnataka,Hubballi,542417,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002402,2026-06-11,RELEASED
Olivia Patel,Male,Telangana,Warangal,655268,ADHAR,JOINT,Commercial,Connection Released,EB002403,2026-06-11,RELEASED
Jack Reddy,Male,Andhra Pradesh,Nellore,686660,PAN,INDIVIDUAL,Residential,Connection Released,EB002404,2026-06-11,RELEASED
Olivia Taylor,Male,Kerala,Kozhikode,583625,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB002405,2026-06-11,PENDING
Robert Gupta,Male,Kerala,Thiruvananthapuram,643775,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB002406,2026-06-11,PENDING
Divya Smith,Male,Andhra Pradesh,Nellore,681545,PAN,JOINT,Commercial,Connection Released,EB002407,2026-06-11,RELEASED
Karthik Reddy,Female,Tamil Nadu,Madurai,589983,PAN,JOINT,Commercial,Connection Released,EB002408,2026-06-11,RELEASED
Michael Iyer,Male,Kerala,Kannur,505264,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002409,2026-06-11,RELEASED
Priya Davis,Female,Kerala,Kochi,687801,PASSPORT,JOINT,Commercial,Connection Released,EB002410,2026-06-11,RELEASED
Akash Reddy,Female,Telangana,Warangal,630014,ADHAR,JOINT,Residential,Connection Released,EB002411,2026-06-11,RELEASED
Amit Reddy,Female,Kerala,Kannur,610549,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002412,2026-06-11,RELEASED
John Nair,Male,Andhra Pradesh,Guntur,632602,ADHAR,JOINT,Commercial,Connection Released,EB002413,2026-06-11,RELEASED
Varun Anderson,Female,Andhra Pradesh,Nellore,691461,VOTER_ID,JOINT,Commercial,Connection Released,EB002414,2026-06-11,RELEASED
Daniel Taylor,Female,Karnataka,Bengaluru,547976,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002415,2026-06-11,RELEASED
William Reddy,Male,Tamil Nadu,Salem,509638,VOTER_ID,JOINT,Residential,Connection Released,EB002416,2026-06-11,RELEASED
Meera Kumar,Male,Kerala,Kannur,613358,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002417,2026-06-11,RELEASED
Daniel Brown,Male,Telangana,Nizamabad,647925,PAN,INDIVIDUAL,Commercial,Connection Released,EB002418,2026-06-11,RELEASED
Michael Davis,Male,Andhra Pradesh,Nellore,600010,VOTER_ID,JOINT,Residential,DISCONNECTED,EB002419,2026-06-11,DISCONNECTED
Karthik Wilson,Female,Telangana,Warangal,502264,PASSPORT,JOINT,Commercial,CONNECTING,EB002420,2026-06-11,PENDING
Rohit Moore,Female,Telangana,Khammam,578124,PAN,INDIVIDUAL,Residential,Connection Released,EB002421,2026-06-11,RELEASED
Ava Wilson,Female,Andhra Pradesh,Kurnool,586140,PAN,INDIVIDUAL,Residential,DISCONNECTED,EB002422,2026-06-11,DISCONNECTED
Harper Patel,Male,Tamil Nadu,Chennai,589338,VOTER_ID,JOINT,Residential,Connection Released,EB002423,2026-06-11,RELEASED
Arjun Singh,Female,Karnataka,Hubballi,563516,ADHAR,INDIVIDUAL,Commercial,DISCONNECTED,EB002424,2026-06-11,DISCONNECTED
Robert Gupta,Male,Andhra Pradesh,Nellore,597901,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002425,2026-06-11,RELEASED
Divya Verma,Male,Kerala,Thrissur,662603,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002426,2026-06-11,RELEASED
John Nair,Female,Telangana,Hyderabad,604099,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002427,2026-06-11,RELEASED
Prakash Thomas,Male,Tamil Nadu,Coimbatore,595263,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002428,2026-06-11,RELEASED
Mia Gupta,Male,Kerala,Kochi,542822,VOTER_ID,JOINT,Residential,Connection Released,EB002429,2026-06-11,RELEASED
James Gupta,Female,Karnataka,Hubballi,664733,PASSPORT,JOINT,Commercial,Connection Released,EB002430,2026-06-11,RELEASED
Rahul Johnson,Male,Tamil Nadu,Salem,665173,PAN,JOINT,Commercial,Connection Released,EB002431,2026-06-11,RELEASED
Emma Davis,Male,Kerala,Kannur,653897,PASSPORT,INDIVIDUAL,Commercial,UNKNOWN,EB002432,2026-06-11,PENDING
James Kumar,Male,Tamil Nadu,Madurai,648568,PASSPORT,JOINT,Residential,Connection Released,EB002433,2026-06-11,RELEASED
James Kumar,Female,Tamil Nadu,Salem,545268,VOTER_ID,JOINT,Residential,Connection Released,EB002434,2026-06-11,RELEASED
Vikram Gupta,Male,Telangana,Karimnagar,638962,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002435,2026-06-11,RELEASED
Pooja Rajan,Male,Andhra Pradesh,Guntur,508402,ADHAR,JOINT,Commercial,CONNECTING,EB002436,2026-06-11,PENDING
Charlotte Nair,Male,Karnataka,Hubballi,613443,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB002437,2026-06-11,PENDING
Vikram Verma,Male,Kerala,Kozhikode,603776,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB002438,2026-06-11,PENDING
Rohit Miller,Female,Karnataka,Mangaluru,627998,VOTER_ID,JOINT,Residential,CONNECTING,EB002439,2026-06-11,PENDING
Vikram Iyer,Female,Karnataka,Belagavi,658652,ADHAR,JOINT,Residential,Connection Released,EB002440,2026-06-11,RELEASED
Evelyn Kumar,Female,Karnataka,Hubballi,539361,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB002441,2026-06-11,RELEASED
Varun Wilson,Female,Andhra Pradesh,Visakhapatnam,611451,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002442,2026-06-11,RELEASED
Robert Reddy,Female,Karnataka,Mysuru,572337,PAN,INDIVIDUAL,Residential,DISCONNECTED,EB002443,2026-06-11,DISCONNECTED
Manoj Gupta,Male,Andhra Pradesh,Guntur,521923,ADHAR,JOINT,Commercial,Connection Released,EB002444,2026-06-11,RELEASED
Sneha Miller,Female,Kerala,Kannur,504004,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002445,2026-06-11,RELEASED
Jack Taylor,Male,Karnataka,Bengaluru,636255,ADHAR,JOINT,Residential,Connection Released,EB002446,2026-06-11,RELEASED
James Smith,Male,Telangana,Hyderabad,669510,ADHAR,JOINT,Residential,Connection Released,EB002447,2026-06-11,RELEASED
Rahul Thomas,Male,Kerala,Kannur,637194,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002448,2026-06-11,RELEASED
James Davis,Male,Andhra Pradesh,Visakhapatnam,530707,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002449,2026-06-11,RELEASED
Sophia Johnson,Male,Karnataka,Mangaluru,515327,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002450,2026-06-11,RELEASED
Robert Wilson,Female,Andhra Pradesh,Guntur,653172,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002451,2026-06-11,RELEASED
Harper Wilson,Female,Telangana,Hyderabad,697814,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002452,2026-06-11,RELEASED
Emma Kumar,Male,Telangana,Warangal,647425,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB002453,2026-06-11,DISCONNECTED
Michael Rajan,Male,Karnataka,Hubballi,600939,PAN,JOINT,Commercial,CONNECTING,EB002454,2026-06-11,PENDING
Karthik Singh,Male,Andhra Pradesh,Visakhapatnam,654365,ADHAR,JOINT,Commercial,Connection Released,EB002455,2026-06-11,RELEASED
Sneha Wilson,Male,Tamil Nadu,Tirunelveli,693810,PASSPORT,INDIVIDUAL,Residential,FAILED,EB002456,2026-06-11,PENDING
Kavya Anderson,Female,Karnataka,Belagavi,612147,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002457,2026-06-11,RELEASED
James Nair,Female,Telangana,Hyderabad,608342,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB002458,2026-06-11,RELEASED
Jack Miller,Male,Karnataka,Belagavi,660239,ADHAR,JOINT,Commercial,Connection Released,EB002459,2026-06-11,RELEASED
Arjun Verma,Male,Karnataka,Bengaluru,689299,PAN,INDIVIDUAL,Residential,CONNECTING,EB002460,2026-06-11,PENDING
Suresh Singh,Male,Telangana,Warangal,682932,ADHAR,JOINT,Commercial,Connection Released,EB002461,2026-06-11,RELEASED
Meera Kumar,Male,Telangana,Karimnagar,696916,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002462,2026-06-11,RELEASED
Arjun Kumar,Male,Tamil Nadu,Salem,529111,VOTER_ID,JOINT,Residential,Connection Released,EB002463,2026-06-11,RELEASED
Evelyn Wilson,Female,Telangana,Warangal,576540,PAN,INDIVIDUAL,Residential,CONNECTING,EB002464,2026-06-11,PENDING
Mia Gupta,Male,Tamil Nadu,Salem,661179,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002465,2026-06-11,RELEASED
Prakash Davis,Female,Karnataka,Mangaluru,697159,PASSPORT,JOINT,Commercial,Connection Released,EB002466,2026-06-11,RELEASED
Jack Iyer,Male,Kerala,Kannur,636591,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002467,2026-06-11,RELEASED
Varun Brown,Female,Tamil Nadu,Salem,555790,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002468,2026-06-11,RELEASED
Mia Rajan,Male,Telangana,Khammam,617217,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002469,2026-06-11,RELEASED
Rohit Thomas,Female,Kerala,Kozhikode,645372,PAN,INDIVIDUAL,Commercial,DISCONNECTED,EB002470,2026-06-11,DISCONNECTED
Thomas Singh,Male,Tamil Nadu,Madurai,553012,VOTER_ID,INDIVIDUAL,Commercial,FAILED,EB002471,2026-06-11,PENDING
Varun Nair,Female,Andhra Pradesh,Nellore,615407,VOTER_ID,JOINT,Residential,Connection Released,EB002472,2026-06-11,RELEASED
Rahul Anderson,Male,Kerala,Kochi,590929,PAN,JOINT,Commercial,Connection Released,EB002473,2026-06-11,RELEASED
Ava Gupta,Male,Kerala,Kozhikode,539274,ADHAR,JOINT,Commercial,CONNECTING,EB002474,2026-06-11,PENDING
Evelyn Taylor,Male,Andhra Pradesh,Visakhapatnam,660272,PAN,INDIVIDUAL,Commercial,Connection Released,EB002475,2026-06-11,RELEASED
Abigail Kumar,Male,Karnataka,Mysuru,651367,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB002476,2026-06-11,RELEASED
Daniel Taylor,Female,Karnataka,Mysuru,538697,PAN,INDIVIDUAL,Residential,Connection Released,EB002477,2026-06-11,RELEASED
James Iyer,Male,Andhra Pradesh,Vijayawada,644732,ADHAR,JOINT,Residential,Connection Released,EB002478,2026-06-11,RELEASED
Amit Moore,Female,Andhra Pradesh,Visakhapatnam,531785,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB002479,2026-06-11,RELEASED
Ava Sharma,Female,Karnataka,Bengaluru,598856,VOTER_ID,JOINT,Residential,Connection Released,EB002480,2026-06-11,RELEASED
Suresh Kumar,Female,Telangana,Hyderabad,592977,VOTER_ID,JOINT,Commercial,Connection Released,EB002481,2026-06-11,RELEASED
Vikram Reddy,Female,Tamil Nadu,Coimbatore,577736,PAN,INDIVIDUAL,Residential,Connection Released,EB002482,2026-06-11,RELEASED
Michael Johnson,Female,Tamil Nadu,Coimbatore,611583,ADHAR,JOINT,Commercial,FAILED,EB002483,2026-06-11,PENDING
Daniel Davis,Male,Karnataka,Mangaluru,566412,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002484,2026-06-11,RELEASED
Arjun Davis,Female,Telangana,Nizamabad,694442,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB002485,2026-06-11,PENDING
Arjun Rajan,Female,Telangana,Karimnagar,635305,PAN,JOINT,Residential,Connection Released,EB002486,2026-06-11,RELEASED
Jack Wilson,Female,Tamil Nadu,Coimbatore,650314,PASSPORT,INDIVIDUAL,Commercial,CONNECTING,EB002487,2026-06-11,PENDING
Akash Reddy,Male,Karnataka,Hubballi,621031,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002488,2026-06-11,RELEASED
Abigail Sharma,Female,Andhra Pradesh,Vijayawada,542766,ADHAR,JOINT,Residential,Connection Released,EB002489,2026-06-11,RELEASED
Manoj Gupta,Male,Tamil Nadu,Salem,682119,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002490,2026-06-11,RELEASED
Meera Gupta,Female,Telangana,Khammam,659967,VOTER_ID,JOINT,Residential,Connection Released,EB002491,2026-06-11,RELEASED
Akash Reddy,Female,Andhra Pradesh,Vijayawada,553948,ADHAR,JOINT,Residential,DISCONNECTED,EB002492,2026-06-11,DISCONNECTED
Divya Nair,Female,Kerala,Thiruvananthapuram,501725,VOTER_ID,JOINT,Residential,Connection Released,EB002493,2026-06-11,RELEASED
Meera Patel,Male,Andhra Pradesh,Vijayawada,681602,PAN,INDIVIDUAL,Commercial,Connection Released,EB002494,2026-06-11,RELEASED
Kavya Rajan,Female,Telangana,Hyderabad,535544,PAN,INDIVIDUAL,Commercial,Connection Released,EB002495,2026-06-11,RELEASED
William Wilson,Male,Telangana,Hyderabad,500758,PASSPORT,INDIVIDUAL,Residential,DISCONNECTED,EB002496,2026-06-11,DISCONNECTED
Mia Brown,Male,Karnataka,Mangaluru,581559,ADHAR,JOINT,Residential,Connection Released,EB002497,2026-06-11,RELEASED
Karthik Gupta,Female,Telangana,Karimnagar,587716,ADHAR,JOINT,Residential,Connection Released,EB002498,2026-06-11,RELEASED
Sophia Kumar,Male,Andhra Pradesh,Kurnool,659838,PAN,JOINT,Commercial,Connection Released,EB002499,2026-06-11,RELEASED
Rohit Nair,Female,Tamil Nadu,Coimbatore,542093,VOTER_ID,JOINT,Residential,Connection Released,EB002500,2026-06-11,RELEASED
Akash Smith,Male,Kerala,Kannur,696203,PASSPORT,JOINT,Commercial,Connection Released,EB002501,2026-06-11,RELEASED
Suresh Verma,Female,Karnataka,Mysuru,655921,PAN,JOINT,Residential,CONNECTING,EB002502,2026-06-11,PENDING
John Anderson,Female,Tamil Nadu,Coimbatore,541225,ADHAR,JOINT,Residential,Connection Released,EB002503,2026-06-11,RELEASED
Evelyn Reddy,Male,Tamil Nadu,Tirunelveli,569236,PASSPORT,JOINT,Residential,Connection Released,EB002504,2026-06-11,RELEASED
Mia Brown,Male,Kerala,Kannur,667176,PASSPORT,JOINT,Commercial,Connection Released,EB002505,2026-06-11,RELEASED
Olivia Johnson,Female,Telangana,Karimnagar,682404,PAN,JOINT,Residential,Connection Released,EB002506,2026-06-11,RELEASED
Naveen Davis,Female,Telangana,Khammam,590786,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002507,2026-06-11,RELEASED
Ava Patel,Male,Andhra Pradesh,Kurnool,626903,PAN,JOINT,Residential,DISCONNECTED,EB002508,2026-06-11,DISCONNECTED
Arjun Verma,Male,Karnataka,Belagavi,567387,VOTER_ID,INDIVIDUAL,Residential,CONNECTING,EB002509,2026-06-11,PENDING
William Verma,Female,Tamil Nadu,Salem,611016,PAN,JOINT,Residential,Connection Released,EB002510,2026-06-11,RELEASED
Olivia Johnson,Female,Andhra Pradesh,Kurnool,575157,VOTER_ID,JOINT,Commercial,Connection Released,EB002511,2026-06-11,RELEASED
Robert Sharma,Male,Andhra Pradesh,Visakhapatnam,558519,PAN,INDIVIDUAL,Commercial,Connection Released,EB002512,2026-06-11,RELEASED
Rohit Gupta,Female,Kerala,Thrissur,543723,ADHAR,JOINT,Commercial,CONNECTING,EB002513,2026-06-11,PENDING
Abigail Reddy,Male,Kerala,Kochi,594178,PASSPORT,JOINT,Commercial,UNKNOWN,EB002514,2026-06-11,PENDING
Meera Taylor,Female,Karnataka,Mysuru,628261,ADHAR,JOINT,Commercial,CONNECTING,EB002515,2026-06-11,PENDING
Manoj Patel,Female,Kerala,Thrissur,519698,PAN,JOINT,Commercial,Connection Released,EB002516,2026-06-11,RELEASED
Suresh Davis,Male,Andhra Pradesh,Vijayawada,689847,ADHAR,JOINT,Commercial,Connection Released,EB002517,2026-06-11,RELEASED
Prakash Patel,Female,Telangana,Warangal,545127,VOTER_ID,INDIVIDUAL,Commercial,FAILED,EB002518,2026-06-11,PENDING
Amelia Wilson,Female,Telangana,Khammam,630302,PAN,JOINT,Commercial,Connection Released,EB002519,2026-06-11,RELEASED
Kavya Patel,Female,Andhra Pradesh,Kurnool,669605,PASSPORT,INDIVIDUAL,Residential,CONNECTING,EB002520,2026-06-11,PENDING
Suresh Kumar,Female,Andhra Pradesh,Nellore,506480,VOTER_ID,JOINT,Residential,Connection Released,EB002521,2026-06-11,RELEASED
Daniel Taylor,Male,Karnataka,Mysuru,523997,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002522,2026-06-11,RELEASED
Joseph Nair,Female,Andhra Pradesh,Nellore,618720,PASSPORT,INDIVIDUAL,Commercial,DISCONNECTED,EB002523,2026-06-11,DISCONNECTED
Divya Rajan,Female,Karnataka,Belagavi,668490,PASSPORT,JOINT,Residential,Connection Released,EB002524,2026-06-11,RELEASED
Olivia Wilson,Female,Tamil Nadu,Tirunelveli,608908,PAN,INDIVIDUAL,Commercial,Connection Released,EB002525,2026-06-11,RELEASED
Amit Rajan,Female,Tamil Nadu,Salem,621685,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002526,2026-06-11,RELEASED
Pooja Wilson,Female,Kerala,Kannur,683636,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002527,2026-06-11,RELEASED
Varun Iyer,Female,Kerala,Thiruvananthapuram,674413,ADHAR,INDIVIDUAL,Residential,CONNECTING,EB002528,2026-06-11,PENDING
Evelyn Anderson,Male,Telangana,Hyderabad,699995,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB002529,2026-06-11,PENDING
Divya Moore,Female,Andhra Pradesh,Guntur,550727,VOTER_ID,JOINT,Commercial,CONNECTING,EB002530,2026-06-11,PENDING
Rahul Wilson,Male,Telangana,Karimnagar,560880,ADHAR,JOINT,Commercial,CONNECTING,EB002531,2026-06-11,PENDING
James Smith,Male,Telangana,Warangal,669720,PASSPORT,JOINT,Commercial,Connection Released,EB002532,2026-06-11,RELEASED
Amit Sharma,Female,Andhra Pradesh,Vijayawada,695488,PAN,JOINT,Residential,Connection Released,EB002533,2026-06-11,RELEASED
Emma Anderson,Female,Tamil Nadu,Chennai,663960,PAN,INDIVIDUAL,Commercial,Connection Released,EB002534,2026-06-11,RELEASED
Rahul Miller,Male,Karnataka,Belagavi,530346,VOTER_ID,JOINT,Residential,Connection Released,EB002535,2026-06-11,RELEASED
Divya Sharma,Female,Karnataka,Hubballi,516152,PAN,JOINT,Commercial,CONNECTING,EB002536,2026-06-11,PENDING
Arjun Rajan,Male,Tamil Nadu,Coimbatore,698476,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB002537,2026-06-11,PENDING
Karthik Taylor,Male,Karnataka,Hubballi,504019,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002538,2026-06-11,RELEASED
Manoj Moore,Female,Karnataka,Belagavi,526965,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB002539,2026-06-11,PENDING
David Verma,Female,Tamil Nadu,Tirunelveli,593248,PASSPORT,INDIVIDUAL,Commercial,FAILED,EB002540,2026-06-11,PENDING
Emma Anderson,Male,Tamil Nadu,Madurai,621261,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002541,2026-06-11,RELEASED
Michael Verma,Female,Kerala,Kochi,669943,VOTER_ID,JOINT,Commercial,Connection Released,EB002542,2026-06-11,RELEASED
Joseph Sharma,Male,Karnataka,Bengaluru,568835,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002543,2026-06-11,RELEASED
Sneha Nair,Male,Telangana,Khammam,681011,ADHAR,JOINT,Residential,DISCONNECTED,EB002544,2026-06-11,DISCONNECTED
Pooja Rajan,Male,Telangana,Warangal,614091,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002545,2026-06-11,RELEASED
Amit Taylor,Male,Kerala,Kochi,598683,ADHAR,INDIVIDUAL,Residential,DISCONNECTED,EB002546,2026-06-11,DISCONNECTED
Divya Rajan,Female,Telangana,Nizamabad,521115,PAN,JOINT,Residential,CONNECTING,EB002547,2026-06-11,PENDING
Kavya Gupta,Male,Telangana,Nizamabad,667530,VOTER_ID,INDIVIDUAL,Commercial,CONNECTING,EB002548,2026-06-11,PENDING
Amit Miller,Male,Karnataka,Bengaluru,665858,PASSPORT,INDIVIDUAL,Commercial,Connection Released,EB002549,2026-06-11,RELEASED
Ava Rajan,Male,Kerala,Kannur,688331,VOTER_ID,JOINT,Residential,CONNECTING,EB002550,2026-06-11,PENDING
Mia Sharma,Female,Tamil Nadu,Madurai,547258,PAN,INDIVIDUAL,Residential,Connection Released,EB002551,2026-06-11,RELEASED
Priya Johnson,Female,Andhra Pradesh,Guntur,659998,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB002552,2026-06-11,PENDING
Sophia Iyer,Female,Kerala,Thiruvananthapuram,659669,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002553,2026-06-11,RELEASED
Akash Johnson,Female,Andhra Pradesh,Vijayawada,579240,ADHAR,INDIVIDUAL,Residential,Connection Released,EB002554,2026-06-11,RELEASED
Pooja Nair,Female,Kerala,Thiruvananthapuram,539994,PAN,INDIVIDUAL,Commercial,Connection Released,EB002555,2026-06-11,RELEASED
Sophia Sharma,Female,Tamil Nadu,Madurai,639386,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002556,2026-06-11,RELEASED
James Sharma,Male,Karnataka,Belagavi,533567,PASSPORT,JOINT,Residential,Connection Released,EB002557,2026-06-11,RELEASED
Pooja Iyer,Male,Tamil Nadu,Coimbatore,674163,PAN,INDIVIDUAL,Commercial,Connection Released,EB002558,2026-06-11,RELEASED
James Reddy,Male,Telangana,Warangal,578530,VOTER_ID,INDIVIDUAL,Residential,Connection Released,EB002559,2026-06-11,RELEASED
Deepak Gupta,Male,Karnataka,Bengaluru,508114,PAN,INDIVIDUAL,Residential,Connection Released,EB002560,2026-06-11,RELEASED
Manoj Iyer,Male,Andhra Pradesh,Kurnool,664718,PAN,INDIVIDUAL,Residential,Connection Released,EB002561,2026-06-11,RELEASED
Ava Davis,Male,Andhra Pradesh,Guntur,570362,ADHAR,INDIVIDUAL,Commercial,Connection Released,EB002562,2026-06-11,RELEASED
Ananya Taylor,Female,Karnataka,Bengaluru,577891,VOTER_ID,INDIVIDUAL,Commercial,Connection Released,EB002563,2026-06-11,RELEASED
Suresh Davis,Female,Telangana,Hyderabad,658855,ADHAR,INDIVIDUAL,Commercial,CONNECTING,EB002564,2026-06-11,PENDING
Ava Thomas,Male,Telangana,Karimnagar,612192,PASSPORT,INDIVIDUAL,Residential,Connection Released,EB002565,2026-06-11,RELEASED
Arjun Iyer,Female,Telangana,Khammam,640367,VOTER_ID,JOINT,Residential,CONNECTING,EB002566,2026-06-11,PENDING
Suresh Anderson,Female,Karnataka,Mangaluru,664825,ADHAR,JOINT,Residential,Connection Released,EB002567,2026-06-11,RELEASED
